State,County,City,Business Entity,Warehouse Name,License Type,License Status,[License Number],CCC Code,CCC Status,Functional Unit,Capacities,Year of Ingest Date,Month of Ingest Date,Day of Ingest Date
IA,"Webster, IA",Gowrie,"Bruntlett Elevator, Inc.","BRUNTLETT ELEVATOR, INC.",State,,[],[8-3136],Approved,1,"964,000",2026,September,9
IL,"Christian, IL",TAYLORVILLE,Archer-Daniels-Midland Company,ARCHER -DANIELS-MIDLAND COMPANY,State,,[],[8-3138],Approved,1,,2026,September,9
AR,"Phillips, AR",HELENA,Consolidated Grain and Barge Co.,CGB Elevators,Federal,I - Issued,[3-10192],[8-3143],Approved,2,"2,573,000",2026,September,9
AR,"Phillips, AR",OLD TOWNE,Consolidated Grain and Barge Co.,CGB Elevators,Federal,I - Issued,[3-10192],[8-3143],Approved,3,"1,299,000",2026,September,9
MS,"Coahoma, MS",FRIARSPOINT,Consolidated Grain and Barge Co.,CGB Elevators,Federal,I - Issued,[3-10192],[8-3143],Approved,4,"2,345,000",2026,September,9
IN,"Bartholomew, IN",ELIZABETHTOWN,Consolidated Grain and Barge Co.,CGB Elevators,Federal,I - Issued,[3-9257],[8-3145],Approved,11,"254,000",2026,September,9
MN,"Kittson, MN",LAKE BRONSON,"LAKE BRONSON ELEVATOR, INC.","LAKE BRONSON ELEVATOR, INC.",State,,[],[8-3148],Authorized,1,"293,598",2026,September,9
KS,"Allen, KS",HUMBOLDT,"Beachner Grain, Inc.","Beachner Grain, Inc.",State,,[],[8-3152],Approved,12,"787,000",2026,September,9
KS,"Anderson, KS",GARNETT,"Beachner Grain, Inc.","Beachner Grain, Inc.",State,,[],[8-3152],Approved,18,"924,000",2026,September,9
KS,"Anderson, KS",GREELEY,"Beachner Grain, Inc.","Beachner Grain, Inc.",State,,[],[8-3152],Approved,19,"152,000",2026,September,9
KS,"Anderson, KS",HARRIS,"Beachner Grain, Inc.","Beachner Grain, Inc.",State,,[],[8-3152],Approved,20,"447,000",2026,September,9
KS,"Anderson, KS",KINCAID,"Beachner Grain, Inc.","Beachner Grain, Inc.",State,,[],[8-3152],Approved,21,"574,000",2026,September,9
KS,"Bourbon, KS",BRONSON,"Beachner Grain, Inc.","Beachner Grain, Inc.",State,,[],[8-3152],Approved,14,"341,000",2026,September,9
KS,"Crawford, KS",WALNUT,"Beachner Grain, Inc.","Beachner Grain, Inc.",State,,[],[8-3152],Approved,5,"971,000",2026,September,9
KS,"Franklin, KS",RICHMOND,"Beachner Grain, Inc.","Beachner Grain, Inc.",State,,[],[8-3152],Approved,13,"345,000",2026,September,9
KS,"Labette, KS",ALTAMONT,"Beachner Grain, Inc.","Beachner Grain, Inc.",State,,[],[8-3152],Approved,3,"371,000",2026,September,9
KS,"Labette, KS",PARSONS,"Beachner Grain, Inc.","Beachner Grain, Inc.",State,,[],[8-3152],Approved,1,"2,474,000",2026,September,9
KS,"Linn, KS",LA CYGNE,"Beachner Grain, Inc.","Beachner Grain, Inc.",State,,[],[8-3152],Approved,16,"565,000",2026,September,9
KS,"Linn, KS",MOUND CITY,"Beachner Grain, Inc.","Beachner Grain, Inc.",State,,[],[8-3152],Approved,22,"719,000",2026,September,9
KS,"Miami, KS",PAOLA,"Beachner Grain, Inc.","Beachner Grain, Inc.",State,,[],[8-3152],Approved,23,"844,000",2026,September,9
KS,"Montgomery, KS",INDEPENDENCE,"Beachner Grain, Inc.","Beachner Grain, Inc.",State,,[],[8-3152],Approved,8,"377,000",2026,September,9
KS,"Neosho, KS",CHANUTE,"Beachner Grain, Inc.","Beachner Grain, Inc.",State,,[],[8-3152],Approved,7,"1,790,000",2026,September,9
KS,"Neosho, KS",ERIE,"Beachner Grain, Inc.","Beachner Grain, Inc.",State,,[],[8-3152],Approved,4,"217,000",2026,September,9
KS,"Neosho, KS",ERIE (NEOSHO VALLEY),"Beachner Grain, Inc.","Beachner Grain, Inc.",State,,[],[8-3152],Approved,6,"332,000",2026,September,9
KS,"Neosho, KS",ST. PAUL,"Beachner Grain, Inc.","Beachner Grain, Inc.",State,,[],[8-3152],Approved,11,"311,000",2026,September,9
KS,"Neosho, KS",THAYER,"Beachner Grain, Inc.","Beachner Grain, Inc.",State,,[],[8-3152],Approved,10,"251,000",2026,September,9
KS,"Wilson, KS",Fredonia,"Beachner Grain, Inc.","Beachner Grain, Inc.",State,,[],[8-3152],Approved,25,"1,603,000",2026,September,9
KS,"Wilson, KS",NEODESHA,"Beachner Grain, Inc.","Beachner Grain, Inc.",State,,[],[8-3152],Approved,9,"1,465,000",2026,September,9
KS,"Dickinson, KS",Abilene,ADM MILLING CO.,ADM Elevator,Federal,I - Issued,[3-5720],[8-3161],Approved,1,"2,229,000",2026,September,9
TX,"Collingsworth, TX",WELLINGTON,"Helena Agri-Enterprises, LLC","Helena Agri-Enterprises, LLC Elevator",Federal,I - Issued,[3-10080],[8-3178],Approved,1,"335,000",2026,September,9
KS,"Barton, KS",BEAVER,"Beaver Grain Corporation, Inc.",BEAVER GRAIN ELEVATOR,Federal,I - Issued,[3-4476],[8-3179],Approved,1,"533,000",2026,September,9
KS,"Barton, KS",CLAFLIN,"Beaver Grain Corporation, Inc.",BEAVER GRAIN ELEVATOR,Federal,I - Issued,[3-4476],[8-3179],Approved,2,"209,000",2026,September,9
WI,"Grant, WI",HAZEL GREEN,"Bunge USA Grain, LLC",Bunge Midwest River Elevators,Federal,I - Issued,[3-9862],[8-3182],Approved,3,"505,000",2026,September,9
SD,"Yankton, SD",Yankton,YANKTON AG SERVICE INC.,YANKTON AG SERVICE INC.,State,,[],[8-3185],Authorized,1,"610,000",2026,September,9
MT,"Flathead, MT",KALISPELL,CHS Inc.,CHS Elevators,Federal,I - Issued,[1-0299],[8-3190],Approved,40,"467,000",2026,September,9
IA,"Keokuk, IA",Harper,"W.C.  Gretter & Sons, Inc.","W.C. GRETTER & SONS, INC.",State,,[],[8-3194],Approved,1,"1,910,000",2026,September,9
KS,"Ness, KS",BAZINE,The Cooperative Grain and Supply Company,CO-OP ELEVATOR,Federal,I - Issued,[3-3702],[8-3201],Approved,1,"2,622,000",2026,September,9
IA,"Hamilton, IA",HIGHVIEW,United Cooperative,United Coop Elevators,Federal,I - Issued,[3-6925],[8-3209],Approved,2,"2,944,000",2026,September,9
IA,"Hamilton, IA",KAMRAR,United Cooperative,United Coop Elevators,Federal,I - Issued,[3-6925],[8-3209],Approved,3,"1,383,000",2026,September,9
IA,"Hamilton, IA",STONEGA,United Cooperative,United Coop Elevators,Federal,I - Issued,[3-6925],[8-3209],Approved,4,"1,310,000",2026,September,9
IA,"Hamilton, IA",STRATFORD,United Cooperative,United Coop Elevators,Federal,I - Issued,[3-6925],[8-3209],Approved,5,"2,891,000",2026,September,9
IA,"Hamilton, IA",WEBSTER CITY,United Cooperative,United Coop Elevators,Federal,I - Issued,[3-6925],[8-3209],Approved,1,"634,000",2026,September,9
IA,"Des Moines, IA",BURLINGTON,Archer-Daniels-Midland Company,ADM Grain Co. - Burlington Elevators,Federal,I - Issued,[3-9755],[8-3214],Approved,3,"2,145,000",2026,September,9
IN,"St. Joseph, IN",NEW CARLISLE,"Bunge USA Grain, LLC",Bunge Indiana Elevators,Federal,I - Issued,[3-9859],[8-3220],Approved,18,"3,838,000",2026,September,9
MI,"Hillsdale, MI",READING,"The Andersons, Inc.","THE ANDERSONS, INC.",State,,[],[8-3223],Approved,1,,2026,September,9
KS,"Cheyenne, KS",ST FRANCIS,The Hi-Plains Cooperative Association,The Hi-Plains Cooperative Association,State,,[],[8-3230],Approved,9,"2,144,000",2026,September,9
KS,"Decatur, KS",Dresden,The Hi-Plains Cooperative Association,The Hi-Plains Cooperative Association,State,,[],[8-3230],Approved,3,"870,000",2026,September,9
KS,"Gove, KS",Grainfield,The Hi-Plains Cooperative Association,The Hi-Plains Cooperative Association,State,,[],[8-3230],Approved,6,"1,901,000",2026,September,9
KS,"Gove, KS",Park,The Hi-Plains Cooperative Association,The Hi-Plains Cooperative Association,State,,[],[8-3230],Approved,7,"1,342,000",2026,September,9
KS,"Rawlins, KS",McDonald,The Hi-Plains Cooperative Association,The Hi-Plains Cooperative Association,State,,[],[8-3230],Approved,4,"980,000",2026,September,9
KS,"Sheridan, KS",Hoxie,The Hi-Plains Cooperative Association,The Hi-Plains Cooperative Association,State,,[],[8-3230],Approved,5,"2,795,000",2026,September,9
KS,"Sheridan, KS",Selden,The Hi-Plains Cooperative Association,The Hi-Plains Cooperative Association,State,,[],[8-3230],Approved,2,"1,001,000",2026,September,9
KS,"Thomas, KS",Gem,The Hi-Plains Cooperative Association,The Hi-Plains Cooperative Association,State,,[],[8-3230],Approved,1,"1,873,000",2026,September,9
KS,"Thomas, KS",Levant,The Hi-Plains Cooperative Association,The Hi-Plains Cooperative Association,State,,[],[8-3230],Approved,8,"1,480,000",2026,September,9
ID,"Oneida, ID",MALAD CITY,Idaho Milling & Grain LLC,IDAHO MILLING & GRAIN LLC,State,,[],[8-3232],Approved,1,"499,697",2026,September,9
ID,"Clearwater, ID",CAVENDISH,CHS Inc.,CHS Elevators,Federal,I - Issued,[1-0299],[8-3233],Approved,19,"286,000",2026,September,9
ID,"Idaho, ID",COTTONWOOD,CHS Inc.,CHS Elevators,Federal,I - Issued,[1-0299],[8-3233],Approved,14,"463,000",2026,September,9
ID,"Idaho, ID",FENN,CHS Inc.,CHS Elevators,Federal,I - Issued,[1-0299],[8-3233],Approved,15,"624,000",2026,September,9
ID,"Idaho, ID",GRANGEVILLE,CHS Inc.,CHS Elevators,Federal,I - Issued,[1-0299],[8-3233],Approved,16,"621,000",2026,September,9
ID,"Idaho, ID",KAMIAH (Winona),CHS Inc.,CHS Elevators,Federal,I - Issued,[1-0299],[8-3233],Approved,17,"257,000",2026,September,9
ID,"Kootenai, ID",WORLEY,CHS Inc.,CHS Elevators,Federal,I - Issued,[1-0299],[8-3233],Approved,26,"908,000",2026,September,9
ID,"Latah, ID",ESTES,CHS Inc.,CHS Elevators,Federal,I - Issued,[1-0299],[8-3233],Approved,24,"448,000",2026,September,9
ID,"Latah, ID",JOEL,CHS Inc.,CHS Elevators,Federal,I - Issued,[1-0299],[8-3233],Approved,22,"402,000",2026,September,9
ID,"Latah, ID",KENDRICK,CHS Inc.,CHS Elevators,Federal,I - Issued,[1-0299],[8-3233],Approved,20,"486,000",2026,September,9
ID,"Latah, ID",MOSCOW,CHS Inc.,CHS Elevators,Federal,I - Issued,[1-0299],[8-3233],Approved,23,"930,000",2026,September,9
ID,"Latah, ID",TROY,CHS Inc.,CHS Elevators,Federal,I - Issued,[1-0299],[8-3233],Approved,21,"303,000",2026,September,9
ID,"Latah, ID",VIOLA,CHS Inc.,CHS Elevators,Federal,I - Issued,[1-0299],[8-3233],Approved,25,"202,000",2026,September,9
ID,"Lewis, ID",CRAIGMONT,CHS Inc.,CHS Elevators,Federal,I - Issued,[1-0299],[8-3233],Approved,12,"2,806,000",2026,September,9
ID,"Lewis, ID",NEZ PERCE,CHS Inc.,CHS Elevators,Federal,I - Issued,[1-0299],[8-3233],Approved,18,"423,000",2026,September,9
WA,"Spokane, WA",FREEMAN,CHS Inc.,CHS Elevators,Federal,I - Issued,[1-0299],[8-3233],Approved,28,"401,000",2026,September,9
WA,"Spokane, WA",ROCKFORD,CHS Inc.,CHS Elevators,Federal,I - Issued,[1-0299],[8-3233],Approved,27,"829,000",2026,September,9
KS,"Miami, KS",Bucyrus,"Guetterman Brothers Elevator, Inc.","Guetterman Brothers Elevator, Inc.",State,,[],[8-3234],Approved,1,"820,000",2026,September,9
ID,"Fremont, ID",St. Anthony,Trost Feed and Seed Company,Trost Feed and Seed,State,,[],[8-3252],Authorized,1,"700,000",2026,September,9
IN,"Gibson, IN",Francisco,WABASH VALLEY GRAIN LLC,WABASH VALLEY GRAIN LLC,State,,[],[8-3264],Authorized,3,"794,263",2026,September,9
IN,"Gibson, IN",Owensville,WABASH VALLEY GRAIN LLC,WABASH VALLEY GRAIN LLC,State,,[],[8-3264],Authorized,2,"455,688",2026,September,9
IN,"Gibson, IN",PRINCETON,WABASH VALLEY GRAIN LLC,WABASH VALLEY GRAIN LLC,State,,[],[8-3264],Authorized,1,"3,077,431",2026,September,9
ID,"Idaho, ID",BIG BUTTE  (KAMIAH),"Columbia Grain International, LLC",Columbia Grain Elevators,Federal,I - Issued,[1-0297],[8-3267],Approved,43,"298,000",2026,September,9
ID,"Idaho, ID",COTTONWOOD,"Columbia Grain International, LLC",Columbia Grain Elevators,Federal,I - Issued,[1-0297],[8-3267],Approved,41,"1,015,000",2026,September,9
ID,"Idaho, ID",FENN  (GRANGEVILLE),"Columbia Grain International, LLC",Columbia Grain Elevators,Federal,I - Issued,[1-0297],[8-3267],Approved,42,"1,265,000",2026,September,9
ID,"Idaho, ID",GRANGEVILLE,"Columbia Grain International, LLC",Columbia Grain Elevators,Federal,I - Issued,[1-0297],[8-3267],Approved,40,"912,000",2026,September,9
ID,"Lewis, ID",CRAIGMONT,"Columbia Grain International, LLC",Columbia Grain Elevators,Federal,I - Issued,[1-0297],[8-3267],Approved,37,"297,000",2026,September,9
ID,"Lewis, ID",NEZPERCE,"Columbia Grain International, LLC",Columbia Grain Elevators,Federal,I - Issued,[1-0297],[8-3267],Approved,39,"2,498,000",2026,September,9
WA,"Adams, WA",WASHTUCNA,"Columbia Grain International, LLC",Columbia Grain Elevators,Federal,I - Issued,[1-0297],[8-3277],Approved,46,"349,000",2026,September,9
WA,"Whitman, WA",PORT OF WILMA (CLARKSTON),"Columbia Grain International, LLC",Columbia Grain Elevators,Federal,I - Issued,[1-0297],[8-3277],Approved,35,"4,253,000",2026,September,9
WA,"Whitman, WA",PULLMAN,"Columbia Grain International, LLC",Columbia Grain Elevators,Federal,I - Issued,[1-0297],[8-3277],Approved,34,"264,000",2026,September,9
KS,"Finney, KS",GARDEN CITY,"Irsik & Doll Feed Services, Inc.",IRSIK AND DOLL ELEVATOR,Federal,I - Issued,[3-5912],[8-3281],Approved,3,"2,450,000",2026,September,9
KS,"Finney, KS",PIERCEVILLE,"Irsik & Doll Feed Services, Inc.",IRSIK AND DOLL ELEVATOR,Federal,I - Issued,[3-5912],[8-3281],Approved,4,"1,442,000",2026,September,9
KS,"Gray, KS",CIMARRON,"Irsik & Doll Feed Services, Inc.",IRSIK AND DOLL ELEVATOR,Federal,I - Issued,[3-5912],[8-3281],Approved,1,"1,494,000",2026,September,9
KS,"Gray, KS",INGALLS,"Irsik & Doll Feed Services, Inc.",IRSIK AND DOLL ELEVATOR,Federal,I - Issued,[3-5912],[8-3281],Approved,2,"2,273,000",2026,September,9
KS,"Haskell, KS",SUBLETTE,"Irsik & Doll Feed Services, Inc.",IRSIK AND DOLL ELEVATOR,Federal,I - Issued,[3-5912],[8-3281],Approved,5,"2,146,000",2026,September,9
IA,"Greene, IA",DANA,"Juhl Feed, Inc.",Juhl Feed Store Elevator,Federal,I - Issued,[3-9035],[8-3284],Approved,1,"1,872,000",2026,September,9
WI,"Manitowoc, WI",MARIBEL,Maribel Grain Company,MARIBEL GRAIN ELEVATOR,Federal,I - Issued,[3-9929],[8-3324],Approved,1,"547,000",2026,September,9
IL,"Carroll, IL",MILLEDGEVILLE,Tettens Grain Incorporated,Tettens Grain Incorporated,State,,[],[8-3328],Approved,4,"1,437,000",2026,September,9
IL,"Lee, IL",Dixon,Tettens Grain Incorporated,Tettens Grain Incorporated,State,,[],[8-3328],Approved,3,"1,679,000",2026,September,9
IL,"Whiteside, IL",GALT,Tettens Grain Incorporated,Tettens Grain Incorporated,State,,[],[8-3328],Approved,2,,2026,September,9
IL,"Whiteside, IL",Sterling,Tettens Grain Incorporated,Tettens Grain Incorporated,State,,[],[8-3328],Approved,1,,2026,September,9
WI,"Calumet, WI",CHILTON,Country Visions Cooperative,Country Visions Cooperative Elevators,Federal,I - Issued,[3-9916],[8-3331],Approved,1,"3,120,000",2026,September,9
WI,"Manitowoc, WI",KIEL,Country Visions Cooperative,Country Visions Cooperative Elevators,Federal,I - Issued,[3-9916],[8-3331],Approved,2,"1,134,000",2026,September,9
WI,"Manitowoc, WI",MISHICOT,Country Visions Cooperative,Country Visions Cooperative Elevators,Federal,I - Issued,[3-9916],[8-3331],Approved,5,"41,000",2026,September,9
WI,"Manitowoc, WI",VALDERS,Country Visions Cooperative,Country Visions Cooperative Elevators,Federal,I - Issued,[3-9916],[8-3331],Approved,4,"3,818,000",2026,September,9
WI,"Manitowoc, WI",WHITELAW,Country Visions Cooperative,Country Visions Cooperative Elevators,Federal,I - Issued,[3-9916],[8-3331],Approved,3,"759,000",2026,September,9
WI,"Outagamie, WI",BLACK CREEK,Country Visions Cooperative,Country Visions Cooperative Elevators,Federal,I - Issued,[3-9916],[8-3331],Approved,9,"2,032,000",2026,September,9
WI,"Sheboygan, WI",OOSTBURG,Country Visions Cooperative,Country Visions Cooperative Elevators,Federal,I - Issued,[3-9916],[8-3331],Approved,7,"1,712,000",2026,September,9
WI,"Sheboygan, WI",RANDOM LAKE,Country Visions Cooperative,Country Visions Cooperative Elevators,Federal,I - Issued,[3-9916],[8-3331],Approved,6,"2,447,000",2026,September,9
WI,"Waupaca, WI",READFIELD,Country Visions Cooperative,Country Visions Cooperative Elevators,Federal,I - Issued,[3-9916],[8-3331],Approved,8,"5,298,000",2026,September,9
IA,"Cass, IA",GRISWOLD,The Scoular Company,SCOULAR HANCOCK ELEVATORS,Federal,I - Issued,[3-10147],[8-3334],Approved,3,"3,339,000",2026,September,9
IA,"Mills, IA",EMERSON,The Scoular Company,SCOULAR HANCOCK ELEVATORS,Federal,I - Issued,[3-10147],[8-3334],Approved,6,"1,780,000",2026,September,9
IA,"Pottawattamie, IA",Hancock,The Scoular Company,SCOULAR HANCOCK ELEVATORS,Federal,I - Issued,[3-10147],[8-3334],Approved,1,"4,441,000",2026,September,9
IA,"Shelby, IA",Harlan,The Scoular Company,SCOULAR HANCOCK ELEVATORS,Federal,I - Issued,[3-10147],[8-3334],Approved,2,"2,224,000",2026,September,9
IA,"Shelby, IA",PORTSMOUTH,The Scoular Company,SCOULAR HANCOCK ELEVATORS,Federal,I - Issued,[3-10147],[8-3334],Approved,8,"1,606,000",2026,September,9
TX,"Hale, TX",HALE CENTER,"Cone, Cone and Bowerman",CONE ELEVATORS,Federal,I - Issued,[3-10132],[8-3344],Approved,2,"1,098,000",2026,September,9
TX,"Lamb, TX",AMHERST,"Cone, Cone and Bowerman",CONE ELEVATORS,Federal,I - Issued,[3-10132],[8-3344],Approved,3,"259,000",2026,September,9
TX,"Lubbock, TX",LUBBOCK,"Cone, Cone and Bowerman",CONE ELEVATORS,Federal,I - Issued,[3-10132],[8-3344],Approved,1,"3,164,000",2026,September,9
WI,"Clark, WI",OWEN,"Quality Roasting, Inc.",Quality Roasting Inc. Elevator,Federal,I - Issued,[3-9931],[8-3346],Approved,8,"639,000",2026,September,9
WI,"Manitowoc, WI",REEDSVILLE,"Quality Roasting, Inc.",Quality Roasting Inc. Elevator,Federal,I - Issued,[3-9931],[8-3346],Approved,2,"932,000",2026,September,9
WI,"Manitowoc, WI",VALDERS,"Quality Roasting, Inc.",Quality Roasting Inc. Elevator,Federal,I - Issued,[3-9931],[8-3346],Approved,1,"1,417,000",2026,September,9
MN,"Jackson, MN",LAKEFIELD,Buresch Keith,BURESCH KEITH,State,,[],[8-3388],Authorized,1,"715,000",2026,September,9
MN,"Nobles, MN",BREWSTER,RYAN HILL,RYAN HILL,State,,[],[8-3389],Authorized,1,"356,000",2026,September,9
AR,"Arkansas, AR",Tichnor,Tichnor Grain LLC,Tichnor Grain LLC,State,,[],[8-3392],Authorized,1,"573,000",2026,September,9
SD,"McCook, SD",MONTROSE,Central Farmers Cooperative,CENTRAL FARMERS COOPERATIVE ELEVATOR,State,,[],[8-3399],Approved,1,,2026,September,9
SD,"Spink, SD",DOLAND,GUTWEIN & CO LP,GUTWEIN & CO LP,State,,[],[8-3405],Authorized,1,"312,608",2026,September,9
CO,"Baca, CO",CAMPO,The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,25,"625,000",2026,September,9
CO,"Baca, CO",SPRINGFIELD,The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,24,"1,108,000",2026,September,9
CO,"Baca, CO",TWO BUTTES,The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,23,"706,000",2026,September,9
CO,"Baca, CO",VILAS,The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,22,"556,000",2026,September,9
KS,"Finney, KS",Kalvesta,The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,12,"1,240,000",2026,September,9
KS,"Ford, KS",Dodge City,The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,1,"1,845,000",2026,September,9
KS,"Ford, KS",Ford,The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,5,"1,159,000",2026,September,9
KS,"Ford, KS",Howell (Dodge City),The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,9,"1,712,000",2026,September,9
KS,"Ford, KS",Kingsdown,The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,13,"865,000",2026,September,9
KS,"Ford, KS",Saddle Road (Dodge City),The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,15,"1,112,000",2026,September,9
KS,"Gray, KS",Cimarron,The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,3,"1,260,000",2026,September,9
KS,"Gray, KS",Ensign,The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,4,"4,267,000",2026,September,9
KS,"Gray, KS",Haggard (Cimarron),The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,7,"1,038,000",2026,September,9
KS,"Gray, KS",Ingalls,The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,10,"1,001,000",2026,September,9
KS,"Gray, KS",Montezuma,The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,14,"2,322,000",2026,September,9
KS,"Hodgeman, KS",Gray (Hanston),The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,6,"1,080,000",2026,September,9
KS,"Hodgeman, KS",Hanston,The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,8,"1,556,000",2026,September,9
KS,"Hodgeman, KS",Jetmore,The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,11,"1,458,000",2026,September,9
KS,"Morton, KS",DERMOT,The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,21,"860,000",2026,September,9
KS,"Morton, KS",ELKHART,The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,16,"2,715,000",2026,September,9
KS,"Morton, KS",RICHFIELD,The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,17,"759,000",2026,September,9
KS,"Morton, KS",ROLLA,The Dodge City Cooperative Exchange,Pride Ag Resources Elevators,Federal,I - Issued,[3-10212],[8-3410],Approved,20,"2,445,000",2026,September,9
